codigo_super_cias,codigo_sri,nombre_cuenta,nombre_sri,depreciacion
5010401,7064,"DEPRECIACIÓN PROPIEDADES, PLANTA Y EQUIPO",Acelerada,
5010401,7067,"DEPRECIACIÓN PROPIEDADES, PLANTA Y EQUIPO",No acelerada,
5010401,7076,"DEPRECIACIÓN PROPIEDADES, PLANTA Y EQUIPO","Propiedades, planta y equipo Revaluado",
5010402,7139,DETERIORO O PERDIDAS DE ACTIVOS BIOLOGICOS,Otras,
5010403,7124,"DETERIORO DE PROPIEDAD, PLANTA Y EQUIPO","De propiedades, planta y equipo",
5010404,7247,EFECTO VALOR NETO DE REALIZACION DE INVENTARIOS,Otros,
5010405,7247,GASTO POR GARANTIAS EN VENTA DE PRODUCTOS O SERVICIOS,Otros,
5010406,7196,MANTENIMIENTO Y REPARACIONES,Mantenimiento y reparaciones,
5010407,7190,SUMINISTROS MATERIALES Y REPUESTOS,"Suministros, herramientas, materiales y repuestos",
5010408,7037,OTROS COSTOS DE PRODUCCIÓN,(+ / -) Ajustes,
5010408,7049,OTROS COSTOS DE PRODUCCIÓN,Honorarios profesionales y dietas,
5010408,7052,OTROS COSTOS DE PRODUCCIÓN,Honorarios y otros pagos a no residentes por servicios ocasionales,
5010408,7070,OTROS COSTOS DE PRODUCCIÓN,Del costo histórico de propiedades de inversión,
5010408,7079,OTROS COSTOS DE PRODUCCIÓN,Propiedades de inversión,
5010408,7073,OTROS COSTOS DE PRODUCCIÓN,"Del costo histórico de activos para exploración, evaluación y explotación de recursos minerales",
5010408,7082,OTROS COSTOS DE PRODUCCIÓN,"Activos para exploración, evaluación y explotación de recursos minerales",
5010408,7088,OTROS COSTOS DE PRODUCCIÓN,De Activos Biológicos,
5010408,7094,OTROS COSTOS DE PRODUCCIÓN,Del costo histórico de Activos Intangibles,
5010408,7100,OTROS COSTOS DE PRODUCCIÓN,Revaluacion Activos intangibles,
5010408,7097,OTROS COSTOS DE PRODUCCIÓN,Del costo histórico de activos para la exploración evaluación y explotación de recursos minerales,
5010408,7103,OTROS COSTOS DE PRODUCCIÓN,Activos para la exploración. Evaluación y explotación de recursos minerales,
|,7115,OTROS COSTOS DE PRODUCCIÓN,De inventarios,PÉRDIDAS NETAS POR DETERIORO EN EL VALOR
5010408,7127,OTROS COSTOS DE PRODUCCIÓN,De activos intangibles,
5010408,7142,OTROS COSTOS DE PRODUCCIÓN,Por garantías,GASTOS DE PROVISIONES
5010408,7145,OTROS COSTOS DE PRODUCCIÓN,Por desmantelamientos,
5010408,7160,OTROS COSTOS DE PRODUCCIÓN,Por pasivos contingentes asumidos en una combinación de negocios,
5010408,7163,OTROS COSTOS DE PRODUCCIÓN,Otros,
5010408,7166,OTROS COSTOS DE PRODUCCIÓN,Relacionadas,PÉRDIDA EN VENTA DE ACTIVOS FIJOS
5010408,7169,OTROS COSTOS DE PRODUCCIÓN,No relacionadas,PÉRDIDA EN VENTA DE ACTIVOS FIJOS
5010408,7178,OTROS COSTOS DE PRODUCCIÓN,Consumo de combustibles y lubricantes,
5010408,7190,OTROS COSTOS DE PRODUCCIÓN,"Suministros, herramientas, materiales y repuestos",
5010408,7199,OTROS COSTOS DE PRODUCCIÓN,Mermas,
5010408,7202,OTROS COSTOS DE PRODUCCIÓN,Seguros y reaseguros (primas y cesiones),
5010408,7205,OTROS COSTOS DE PRODUCCIÓN,Gastos indirectos asignados desde el exterior por partes relacionadas,
5010408,7208,OTROS COSTOS DE PRODUCCIÓN,"Impuestos, contribuciones y otros",
5010408,7211,OTROS COSTOS DE PRODUCCIÓN,Local,COMISIONES Y SIMILARES (DIFERENTES DE LAS COMISIONES POR OPERACIONES FINANCIERAS)
5010408,7214,OTROS COSTOS DE PRODUCCIÓN,Del exterior,RELACIONADAS
5010408,7218,OTROS COSTOS DE PRODUCCIÓN,Local,NO RELACIONADAS
5010408,7221,OTROS COSTOS DE PRODUCCIÓN,Del exterior,NO RELACIONADAS
5010408,7223,OTROS COSTOS DE PRODUCCIÓN,Local,"OPERACIONES DE REGALÍAS, SERVICIOS TÉCNICOS. ADMINISTRATIVOS, DE CONSULTARÍA Y SIMILARES"
5010408,7226,OTROS COSTOS DE PRODUCCIÓN,Del exterior,RELACIONADAS
5010408,7229,OTROS COSTOS DE PRODUCCIÓN,Local,NO RELACIONADAS
5010408,7232,OTROS COSTOS DE PRODUCCIÓN,Del exterior,NO RELACIONADAS
5010408,7235,OTROS COSTOS DE PRODUCCIÓN,"Instalación, organización y similares",
5010408,7238,OTROS COSTOS DE PRODUCCIÓN,IVA que se carga al costo o gasto,
5010408,7241,OTROS COSTOS DE PRODUCCIÓN,Servicios públicos,
5010408,7247,OTROS COSTOS DE PRODUCCIÓN,Otros,
50105,,COSTOS DE CONTRATOS DE CONSTRUCCIONES,,
5010501,7247,COSTOS DE ACUERDO A PORCENTAJES O GRADOS DE TERMINACIÓN,Otros,
502,,GASTOS,,
50201,,GASTOS DE VENTA,,
5020101,7041,"SUELDOS, SALARIOS Y DEMÁS REMUNERACIONES","Sueldos, salarios y demás remuneraciones que constituyen materia gravada del iess",
5020102,7047,APORTES A LA SEGURIDAD SOCIAL (INCLUIDO FONDO DE RESERVA),Aporte a la seguridad social (incluye fondo de reserva),
5020103,7044,BENEFICIOS SOCIALES E INDEMNIZACIONES,"Beneficios sociales, indemnizaciones y otras remuneraciones que no constituyen materia gravada del IESS",
5020104,7056,GASTO PLANES DE BENEFICIOS A EMPLEADOS,Jubilación patronal,
5020104,7059,GASTO PLANES DE BENEFICIOS A EMPLEADOS,Desahucio,
5020105,7050,"HONORARIOS, COMISIONES Y DIETAS A PERSONAS NATURALES",Honorarios profesionales y dietas,
5020106,7062,REMUNERACIONES A OTROS TRABAJADORES AUTÓNOMOS,Otros,
5020107,7053,HONORARIOS A EXTRANJEROS POR SERVICIOS OCASIONALES,Honorarios y otros pagos a no residentes por servicios ocasionales,
5020108,7197,MANTENIMIENTO Y REPARACIONES,Mantenimiento y reparaciones,
5020109,7188,ARRENDAMIENTO,Arrendamientos operativos,
5020110,7248,COMISIONES,Otros,
5020111,7173,PROMOCIÓN Y PUBLICIDAD,Promoción y publicidad,
5020112,7179,COMBUSTIBLES,Consumo de combustibles y lubricantes,
5020113,7248,LUBRICANTES,,
5020114,7203,SEGUROS Y REASEGUROS (PRIMAS Y CESIONES),Seguros y reaseguros (primas y cesiones),
5020115,7176,TRANSPORTE,Transporte,
5020116,7185,"GASTOS DE GESTIÓN (AGASAJOS A ACCIONISTAS, TRABAJADORES Y CLIENTES)",Gastos de gestión,
5020117,7182,GASTOS DE VIAJE,Gastos de viaje,
5020118,7248,"AGUA, ENERGÍA, LUZ, Y TELECOMUNICACIONES",Otros,
5020119,7248,NOTARIOS Y REGISTRADORES DE LA PROPIEDAD O MERCANTILES,Otros,
5020120,,DEPRECIACIONES:,,
502012001,7065,"PROPIEDADES, PLANTA Y EQUIPO",Acelerada,
502012001,7068,"PROPIEDADES, PLANTA Y EQUIPO",No acelerada,
502012001,7077,"PROPIEDADES, PLANTA Y EQUIPO","Propiedades, planta y equipo Revaluado",
502012001,7074,"PROPIEDADES, PLANTA Y EQUIPO","Del costo histórico de activos para exploración, evaluación y explotación de recursos minerales",
502012001,7083,"PROPIEDADES, PLANTA Y EQUIPO","Activos para exploración, evaluación y explotación de recursos minerales",
502012001,7089,"PROPIEDADES, PLANTA Y EQUIPO",Revaluacion De Activos Biológicos,
502012002,7071,PROPIEDADES DE INVERSIÓN,Del costo histórico de propiedades de inversión,
502012002,7080,PROPIEDADES DE INVERSIÓN,Propiedades de inversión,
502012003,7092,ACTIVOS POR DERECHO DE USO,Otras depreciaciones,
5020121,,AMORTIZACIONES,,
502012101,7095,INTANGIBLES,Del costo histórico de Activos Intangibles,
502012101,7101,INTANGIBLES,Reavaluo Activos intangibles,
502012102,7098,OTROS ACTIVOS,Del costo histórico de activos para la exploración evaluación y explotación de recursos minerales,
502012102,7104,OTROS ACTIVOS,Activos para la exploración. Evaluación y explotación de recursos minerales,
5020122,,GASTO DETERIORO,,
502012201,7125,"PROPIEDADES, PLANTA Y EQUIPO","De propiedades, planta y equipo",
502012202,7116,INVENTARIOS,De inventarios,
502012203,7137,INSTRUMENTOS FINANCIEROS,De inversiones no corrientes,
502012204,7128,INTANGIBLES,De activos intangibles,
502012205,7113,CUENTAS POR COBRAR,De activos financieros (de provisiones para créditos incobrables),
502012206,7119,OTROS ACTIVOS,De activos no corrientes mantenidos para la venta,
502012206,7122,OTROS ACTIVOS,De activos biológicos,
502012206,7131,OTROS ACTIVOS,De propiedades de inversión,
502012206,7134,OTROS ACTIVOS,"De activos de exploración, evaluación y explotación de recursos minerales",
502012207,7140,DERECHOS DE USO POR ACTIVOS ARRENDADOS,Otras,
5020123,,GASTOS POR CANTIDADES ANORMALES DE UTILIZACION EN EL PROCESO DE PRODUCCIÓN:,,
502012301,7248,MANO DE OBRA,Otros,
502012302,7248,MATERIALES,Otros,
502012303,7248,COSTOS DE PRODUCCION,Otros,
5020124,7248,GASTO POR REESTRUCTURACION,Otros,
5020125,7248,VALOR NETO DE REALIZACION DE INVENTARIOS,Otros,
5020126,889,GASTO IMPUESTO A LA RENTA (ACTIVOS Y PASIVOS DIFERIDOS),Gasto (ingreso) por impuesto a la renta diferido,
5020127,7191,SUMINISTROS Y MATERIALES,"Suministros, herramientas, materiales y repuestos",
5020128,7143,OTROS GASTOS,Por garantías,GASTOS DE PROVISIONES
5020128,7146,OTROS GASTOS,Por desmantelamientos,
5020128,7149,OTROS GASTOS,Por contratos onerosos,
5020128,7152,OTROS GASTOS,Por reestructuraciones de negocios,
5020128,7155,OTROS GASTOS,Por reembolsos a clientes,
5020128,7158,OTROS GASTOS,Por litigios,
5020128,7161,OTROS GASTOS,Por pasivos contingentes asumidos en una combinación de negocios,
5020128,7164,OTROS GASTOS,Otros,
5020128,7167,OTROS GASTOS,Relacionadas,PÉRDIDA EN VENTA DE ACTIVOS FIJOS
5020128,7170,OTROS GASTOS,No relacionadas,PÉRDIDA EN VENTA DE ACTIVOS FIJOS
5020128,7194,OTROS GASTOS,Pérdida en la enajenación de derechos representativos de capital,
5020128,7200,OTROS GASTOS,Mermas,
5020128,7206,OTROS GASTOS,Gastos indirectos asignados desde el exterior por partes relacionadas,
5020128,7209,OTROS GASTOS,"Impuestos, contribuciones y otros",
5020128,7212,OTROS GASTOS,Local,COMISIONES Y SIMILARES (DIFERENTES DE LAS COMISIONES POR OPERACIONES FINANCIERAS)
5020128,7215,OTROS GASTOS,Del exterior,RELACIONADAS
5020128,7218,OTROS GASTOS,Local,NO RELACIONADAS
5020128,7221,OTROS GASTOS,Del exterior,NO RELACIONADAS
5020128,7224,OTROS GASTOS,Local,"OPERACIONES DE REGALÍAS, SERVICIOS TÉCNICOS. ADMINISTRATIVOS, DE CONSULTARÍA Y SIMILARES"
5020128,7227,OTROS GASTOS,Del exterior,RELACIONADAS
5020128,7230,OTROS GASTOS,Local,NO RELACIONADAS
5020128,7233,OTROS GASTOS,Del exterior,NO RELACIONADAS
5020128,7236,OTROS GASTOS,"Instalación, organización y similares",
5020128,7239,OTROS GASTOS,IVA que se carga al costo o gasto,
5020128,7242,OTROS GASTOS,Servicios públicos,
5020128,7245,OTROS GASTOS,Pérdidas por siniestros,
5020128,7248,OTROS GASTOS,Otros,
50202,,GASTOS ADMINISTRATIVOS,,
5020201,7041,"SUELDOS, SALARIOS Y DEMÁS REMUNERACIONES","Sueldos, salarios y demás remuneraciones que constituyen materia gravada del iess",
5020202,7047,APORTES A LA SEGURIDAD SOCIAL (INCLUIDO FONDO DE RESERVA),Aporte a la seguridad social (incluye fondo de reserva),
5020203,7044,BENEFICIOS SOCIALES E INDEMNIZACIONES,"Beneficios sociales, indemnizaciones y otras remuneraciones que no constituyen materia gravada del IESS",
5020204,7056,GASTO PLANES DE BENEFICIOS A EMPLEADOS,Jubilación patronal,
5020204,7059,GASTO PLANES DE BENEFICIOS A EMPLEADOS,Desahucio,
5020205,7050,"HONORARIOS, COMISIONES Y DIETAS A PERSONAS NATURALES",Honorarios profesionales y dietas,
5020206,7062,REMUNERACIONES A OTROS TRABAJADORES AUTÓNOMOS,Otros,
5020207,7053,HONORARIOS A EXTRANJEROS POR SERVICIOS OCASIONALES,Honorarios y otros pagos a no residentes por servicios ocasionales,
5020208,7197,MANTENIMIENTO Y REPARACIONES,Mantenimiento y reparaciones,
5020209,7188,ARRENDAMIENTO,Arrendamientos operativos,
5020210,7248,COMISIONES,Otros,
5020211,7173,PROMOCIÓN Y PUBLICIDAD,Promoción y publicidad,
5020212,7179,COMBUSTIBLES,Consumo de combustibles y lubricantes,
5020213,7248,LUBRICANTES,,
5020214,7203,SEGUROS Y REASEGUROS (PRIMAS Y CESIONES),Seguros y reaseguros (primas y cesiones),
5020215,7176,TRANSPORTE,Transporte,
5020216,7185,"GASTOS DE GESTIÓN (AGASAJOS A ACCIONISTAS, TRABAJADORES Y CLIENTES)",Gastos de gestión,
5020217,7182,GASTOS DE VIAJE,Gastos de viaje,
5020218,7248,"AGUA, ENERGÍA, LUZ, Y TELECOMUNICACIONES",Otros,
5020219,7248,NOTARIOS Y REGISTRADORES DE LA PROPIEDAD O MERCANTILES,Otros,
5020220,7248,"IMPUESTOS, CONTRIBUCIONES Y OTROS",Otros,
5020221,,DEPRECIACIONES,,
502022101,7065,"PROPIEDADES, PLANTA Y EQUIPO",Acelerada,
502022101,7068,"PROPIEDADES, PLANTA Y EQUIPO",No acelerada,
502022101,7077,"PROPIEDADES, PLANTA Y EQUIPO","Propiedades, planta y equipo Revaluado",
502022101,7074,"PROPIEDADES, PLANTA Y EQUIPO","Del costo histórico de activos para exploración, evaluación y explotación de recursos minerales",
502022101,7083,"PROPIEDADES, PLANTA Y EQUIPO","Activos para exploración, evaluación y explotación de recursos minerales",
502022101,7089,"PROPIEDADES, PLANTA Y EQUIPO",Revaluacion De Activos Biológicos,
502022102,7071,PROPIEDADES DE INVERSIÓN,Del costo histórico de propiedades de inversión,
502022102,7080,PROPIEDADES DE INVERSIÓN,Propiedades de inversión,
502022103,7092,ACTIVOS POR DERECHO DE USO,Otras depreciaciones,
502022103,7654,ACTIVOS POR DERECHO DE USO,De derecho de uso por activos arrendados,
5020222,,AMORTIZACIONES,,
502022201,7095,INTANGIBLES,Del costo histórico de Activos Intangibles,
502022201,7101,INTANGIBLES,Reavaluo Activos intangibles,
502022202,7098,OTROS ACTIVOS,Del costo histórico de activos para la exploración evaluación y explotación de recursos minerales,
502022202,7104,OTROS ACTIVOS,Activos para la exploración. Evaluación y explotación de recursos minerales,
5020223,,GASTO DETERIORO:,,
502022301,7125,"PROPIEDADES, PLANTA Y EQUIPO","De propiedades, planta y equipo",
502022302,7116,INVENTARIOS,De inventarios,
502022303,7137,INSTRUMENTOS FINANCIEROS,De inversiones no corrientes,
502022304,7128,INTANGIBLES,De activos intangibles,
502022305,7113,CUENTAS POR COBRAR,De activos financieros (de provisiones para créditos incobrables),
502022306,7119,OTROS ACTIVOS,De activos no corrientes mantenidos para la venta,
502022306,7122,OTROS ACTIVOS,De activos biológicos,
502022306,7131,OTROS ACTIVOS,De propiedades de inversión,
502022306,7134,OTROS ACTIVOS,"De activos de exploración, evaluación y explotación de recursos minerales",
502022307,7140,DERECHOS DE USO POR ACTIVOS ARRENDADOS,Otras,
5020224,,GASTOS POR CANTIDADES ANORMALES DE UTILIZACION EN EL PROCESO DE PRODUCCIÓN,,
502022401,7248,MANO DE OBRA,Otros,
502022402,7248,MATERIALES,Otros,
502022403,7248,COSTOS DE PRODUCCION,Otros,
5020225,7248,GASTO POR REESTRUCTURACION,Otros,
5020226,7248,VALOR NETO DE REALIZACION DE INVENTARIOS,Otros,
5020227,889,GASTO IMPUESTO A LA RENTA (ACTIVOS Y PASIVOS DIFERIDOS),Gasto (ingreso) por impuesto a la renta diferido,
5020228,7191,SUMINISTROS Y MATERIALES,"Suministros, herramientas, materiales y repuestos",
5020229,7143,OTROS GASTOS,Por garantías,GASTOS DE PROVISIONES
5020229,7146,OTROS GASTOS,Por desmantelamientos,
5020229,7149,OTROS GASTOS,Por contratos onerosos,
5020229,7152,OTROS GASTOS,Por reestructuraciones de negocios,
5020229,7155,OTROS GASTOS,Por reembolsos a clientes,
5020229,7158,OTROS GASTOS,Por litigios,
5020229,7161,OTROS GASTOS,Por pasivos contingentes asumidos en una combinación de negocios,
5020229,7164,OTROS GASTOS,Otros,
5020229,7167,OTROS GASTOS,Relacionadas,PÉRDIDA EN VENTA DE ACTIVOS FIJOS
5020229,7170,OTROS GASTOS,No relacionadas,PÉRDIDA EN VENTA DE ACTIVOS FIJOS
5020229,7194,OTROS GASTOS,Pérdida en la enajenación de derechos representativos de capital,
5020229,7200,OTROS GASTOS,Mermas,
5020229,7206,OTROS GASTOS,Gastos indirectos asignados desde el exterior por partes relacionadas,
5020229,7209,OTROS GASTOS,"Impuestos, contribuciones y otros",
5020229,7212,OTROS GASTOS,Local,COMISIONES Y SIMILARES (DIFERENTES DE LAS COMISIONES POR OPERACIONES FINANCIERAS)
5020229,7215,OTROS GASTOS,Del exterior,RELACIONADAS
5020229,7218,OTROS GASTOS,Local,NO RELACIONADAS
5020229,7221,OTROS GASTOS,Del exterior,NO RELACIONADAS
5020229,7224,OTROS GASTOS,Local,"OPERACIONES DE REGALÍAS, SERVICIOS TÉCNICOS. ADMINISTRATIVOS, DE CONSULTARÍA Y SIMILARES"
5020229,7227,OTROS GASTOS,Del exterior,RELACIONADAS
5020229,7230,OTROS GASTOS,Local,NO RELACIONADAS
5020229,7233,OTROS GASTOS,Del exterior,NO RELACIONADAS
5020229,7236,OTROS GASTOS,"Instalación, organización y similares",
5020229,7239,OTROS GASTOS,IVA que se carga al costo o gasto,
5020229,7242,OTROS GASTOS,Servicios públicos,
5020229,7245,OTROS GASTOS,Pérdidas por siniestros,
5020229,7248,OTROS GASTOS,Otros,
50203,,GASTOS FINANCIEROS,,
5020301,,INTERESES,,
502030101,7275,INTERESES POR PRESTAMOS,Local,INTERESES CON INSTITUCIONES FINANCIERAS
502030101,7278,INTERESES POR PRESTAMOS,Del exterior,RELACIONADAS
502030101,7281,INTERESES POR PRESTAMOS,Local,NO RELACIONADAS
502030101,7284,INTERESES POR PRESTAMOS,Del exterior,NO RELACIONADAS
502030102,7251,INTERESES POR ARRENDAMIENTOS,Local,ARRENDAMIENTO MERCANTIL
502030102,7254,INTERESES POR ARRENDAMIENTOS,Del exterior,RELACIONADAS
502030102,7257,INTERESES POR ARRENDAMIENTOS,Local,NO RELACIONADAS
502030102,7260,INTERESES POR ARRENDAMIENTOS,Local,NO RELACIONADAS
502030103,7311,INTERESES POR VALORES EMITIDOS,Otros,
502030104,7287,OTROS INTERESES,Local,INTERESES PAGADOS A TERCEROS
502030104,7290,OTROS INTERESES,Del exterior,RELACIONADAS
502030104,7293,OTROS INTERESES,Local,NO RELACIONADAS
502030104,7296,OTROS INTERESES,Del exterior,NO RELACIONADAS
502030104,7792,OTROS INTERESES,INTERESES DEL PASIVO POR ARRENDAMIENTO,
5020302,,COMISIONES,,
502030201,7311,COMISIONES PAGADAS POR INTERMEDIACIÓN DE VALORES:,Otros,
50203020101,7311,POR OPERACIONES BURSATILES,Otros,
50203020103,7311,POR CONTRATOS DE UNDERWRITING,Otros,
50203020104,7263,POR COMISIÓN EN OPERACIONES,Local,"COSTOS DE TRANSACCIÓN (COMISIONES BANCARIAS, HONORARIOS, TASAS, ENTRE OTROS)"
50203020104,7266,POR COMISIÓN EN OPERACIONES,Del exterior,RELACIONADAS
50203020104,7269,POR COMISIÓN EN OPERACIONES,Local,NO RELACIONADAS
50203020104,7272,POR COMISIÓN EN OPERACIONES,Del exterior,NO RELACIONADAS
50203020105,7311,POR INSCRIPCIONES,Otros,
50203020106,7311,POR MANTENIMIENTO DE INSCRIPCIÓN,Otros,
5020303,,POR PRESTACIÓN DE SERVICIOS DE ADMINISTRACIÓN Y MANEJO,,
502030301,7311,PORTAFOLIO DE TERCEROS,Otros,
502030302,7311,FONDOS ADMINISTRADOS,Otros,
502030303,7311,FONDOS COLECTIVOS,Otros,
502030304,7311,TITULARIZACIÓN,Otros,
502030305,7311,FIDEICOMISOS MERCANTILES,Otros,
502030306,7311,ENCARGOS FIDUCIARIOS,Otros,
502030307,7311,POR CALIFICACION DE RIESGO,Otros,
502030308,7311,POR REPRESENTACION DE OBLIGACIONISTAS,Otros,
5020304,,"CUSTODIA, REGISTRO, COMPENSACIÓN Y LIQUIDACIÓN",,
502030401,7311,CUSTODIA VALORES MATERIALIZADOS,Otros,
502030402,7311,CUSTODIA VALORES DESMATERIALIZADOS,Otros,
502030403,7311,COMPENSACIÓN Y LIQUIDACIÓN DE VALORES,Otros,
502030404,7311,OTROS,Otros,
5020305,,GASTOS POR SERVICIOS DE ASESORIA Y ESTRUCTURACION,,
502030501,7311,POR ASESORÍA,Otros,
502030502,7311,POR ESTRUCTURACIÓN DE OFERTA PÚBLICA DE VALORES,Otros,
502030503,7311,POR ESTRUCTURACIÓN DE NEGOCIOS FIDUCIARIOS,Otros,
502030504,7311,OTROS,Otros,
5020306,7311,GASTOS DE FINANCIAMIENTO DE ACTIVOS,,
5020307,7311,DIFERENCIA EN CAMBIO,Otros,
5020308,7311,VALUACION DE INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE CON CAMBIO EN RESULTADOS,Otros,
5020309,7311,PERDIDA EN VENTA DE TITULOS VALORES,Otros,
5020310,7311,"PERDIDA EN VENTA DE PROPIEDAD, PLANTA Y EQUIPO",Otros,
5020311,7311,PERDIDA EN VENTA DE ACTIVOS BIOLOGICOS,Otros,
5020312,7299,OTROS GASTOS FINANCIEROS,Reversiones del descuento de provisiones que fueron reconocidas a su valor presente,
5020312,7302,OTROS GASTOS FINANCIEROS,Intereses implícitos devengados por acuerdos que constituyen efectivamente una transacción financiera o pago diferido,
50204,,OTROS GASTOS,,
5020401,7308,PERDIDA EN INVERSIONES EN ASOCIADAS / SUBSIDIARIAS Y OTRAS,Pérdidas por medición de inversiones en asociadas y negocios conjuntos al método de la participación (valor patrimonial proporcional),
5020402,7311,OTROS,Otros,
600,,GANANCIA (PÉRDIDA) ANTES DE 15% A TRABAJADORES E IMPUESTO A LA RENTA DE OPERACIONES CONTINUADAS,,
601,803,15% PARTICIPACIÓN TRABAJADORES,,
602,,GANANCIA (PÉRDIDA) ANTES DE IMPUESTOS,,
603,888,IMPUESTO A LA RENTA CAUSADO,,
604,,GANANCIA (PÉRDIDA) DE OPERACIONES CONTINUADAS ANTES DEL IMPUESTO DIFERIDO,,
605,889,(-) GASTO POR IMPUESTO DIFERIDO,,
606,889,(+) INGRESO POR IMPUESTO DIFERIDO,,
607,,GANANCIA (PERDIDA) DE OPERACIONES CONTINUADAS,,
700,,INGRESOS POR OPERACIONES DISCONTINUADAS,,
701,,GASTOS POR OPERACIONES DISCONTINUADAS,,
702,,"GANANCIA (PÉRDIDA) ANTES DE 15% A TRABAJADORES E IMPUESTO A LA RENTA DE OPERACIONES
DISCONTINUADAS",,
703,,15% PARTICIPACIÓN TRABAJADORES,,
704,,GANANCIA (PÉRDIDA) ANTES DE IMPUESTOS DE OPERACIONES DISCONTINUADAS,,
705,,IMPUESTO A LA RENTA CAUSADO,,
706,,GANANCIA (PÉRDIDA) DE OPERACIONES DISCONTINUADAS,,
707,,GANANCIA (PÉRDIDA) NETA DEL PERIODO,,
800,,OTRO RESULTADO INTEGRAL,,
80001,,COMPONENTES DEL OTRO RESULTADO INTEGRAL,,
80002,,DIFERENCIA DE CAMBIO POR CONVERSIÓN,,
80003,,VALUACIÓN DE ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIO EN OTRO RESULTADO INTEGRAL,,
80004,,"GANANCIAS POR REVALUACIÓN DE PROPIEDADES, PLANTA  Y EQUIPO",,
80005,,GANANCIAS (PÉRDIDAS) ACTUARIALES POR PLANES DE BENEFICIOS DEFINIDOS,,
80006,,REVERSION DEL DETERIORO (PÉRDIDA POR DETERIORO) DE UN ACTIVO REVALUADO,,
80007,,PARTICIPACION DE OTRO RESULTADO INTEGRAL DE ASOCIADAS,,
80008,,IMPUESTO SOBRE LAS GANANCIAS RELATIVO A OTRO RESULTADO INTEGRAL,,
80009,,OTROS (DETALLAR EN NOTAS),,
801,,RESULTADO INTEGRAL TOTAL DEL AÑO,,
80101,,PROPIETARIOS DE LA CONTROLADORA,,
80102,,PARTICIPACION NO CONTROLADORA (INFORMATIVO),,
